word,phonetic,translation,frq
rush,rʌʃ,"n. 匆促, 冲进, 急流, 灯心草\nvi. 冲, 奔, 闯, 赶紧, 匆促行事, 涌现\nvt. 使冲, 匆忙地做, 突袭, 飞跃, 用灯心草做\na. 紧急的",1956
rust,rʌst,"n. 锈, 生锈, 衰退\nvi. 生锈, 衰退\nvt. 使生锈, 腐蚀",10260
rustic,'rʌstik,"n. 乡下人, 乡巴佬\na. 乡村的, 纯朴的, 手工粗糙的",9825
rustproof,'rʌstpru:f,"a. 不锈的\n[机] 不锈, 防锈的",39953
rusty,'rʌsti,"a. 生锈的, 腐蚀的, 生疏的, 顽固的, 腐烂的\n[医] 锈色的",9614
ruthless,'ru:θlis,"a. 无情的, 残忍的, 毫不留情的, 彻底的\n[法] 无情的, 残忍的",9398
saber,'seibә,"n. 军刀, 骑兵\nvt. 用马刀砍",15747
SAC,sæk,"n. 囊, 液囊, (美)战略空军司令部\n[医] 囊, 袋",17836
sack,sæk,"n. 麻布袋, 洗劫\nvt. 把...装入袋, 洗劫",4467
sacred,'seikrid,"a. 神圣的, 献给上帝的, 庄严的, 祭祀的\n[法] 神圣的, 不可侵犯的",3338
saddle,'sædl,"n. 鞍, 马鞍, 车座, 鞍状物\nvt. 装以马鞍, 使负担\nvi. 跨上马鞍",6217
saga,'sɑ:gә,"n. 传说, 英雄传奇, 冒险故事",7760
sagacious,sә'geiʃәs,"a. 睿智的, 聪明的, 贤明的, 伶俐的",35944
sail,seil,"n. 帆, 篷, 帆船, 航程, 帆状物\nvi. 航行, 启航, 张帆而行\nvt. 航行于, 驾船",4124
sake,seik,"n. 目的, 缘故, 理由",3325
sale,seil,"n. 出售, 卖, 拍卖, 销售额, 廉价出售\n[经] 卖, 出售; 销售(货)",2234
salient,'seiliәnt,"a. 显著的, 突出的, 跳跃的\nn. 凸角, 突出部分",9408
saline,'seilain,"a. 盐的, 苦涩的, 由碱金属(或含镁之盐类)组成的\nn. 盐湖, 盐田, 碱盐泻药, 生理盐水",14408
salinity,sә'liniti,"n. 盐性, 盐度\n[化] 盐度",18060
saliva,sә'laivә,"n. 唾液, 唾沫, 涎\n[医] 涎, 唾液",11532
sallow,'sælәu,"a. 灰黄色的, 土色的, 气色不好的\nv. (使)成土色\nn. 黄华柳, 黄华柳细枝",23323
saltiness,,n. 咸性,34715
salutary,'sæljutәri,"a. 有益的, 有用的, 有益健康的\n[医] 适于健康的",19993
salvage,'sælvidʒ,"n. 海上救助, 抢救, 打捞, 抢救出来的财物\nvt. 海上救助, 抢救, 打捞, 营救\n[计] 文件恢复程序",8909
sample,'sæmpl,"n. 样品, 范例, 样本\nvt. 抽样, 尝试\n[计] 示例, 字样",1311
sanctimonious,.sæŋkti'mәuniәs,"a. 假装圣洁的, 假装虔诚的, 假装诚实的",24464
sanction,'sæŋkʃәn,"n. 核准, 制裁, 处罚, 约束力\nvt. 制定制裁规则, 认可, 核准, 同意",3217
sanctuary,'sæŋktʃuәri,"n. 圣所(指教堂、寺院等), 耶路撒冷的神殿, 避难所\n[法] 庇护所, 避难所, 教堂",5985
sandy,'sændi,"a. 沙的, 沙地的, 多沙的",6261
sane,sein,"a. 神智健全的, 稳健的, 没病的, 合理的\n[医] 精神健全的",9556
sanitary,'sænitәri,a. 卫生的\nn. 公共厕所,13757
sanitation,sæni'teiʃәn,"n. (环境)卫生, 环境卫生的提倡/维持, 卫生设备, 下水道设施, 卫生设施\n[医] 环境卫生",10135
sanity,'sæniti,"n. 神智健全, 头脑清楚, 通情达理\n[医] 精神健全",11021
sap,sæp,"n. 树液, 体液, 活力, 坑道, 消弱, 警棍\nvt. 使排出体液, 使伤元气, 使衰竭, 挖坑道逼近, 逐渐侵蚀\nvi. 挖坑道, 消弱\n[计] 共享汇编程序, 结构分析程序, 符号汇编程序, 服务器广告协议",14653
sapience,'seipjәns,"n. 象有学识, 装聪明, 智慧",0
sapphire,'sæfaiә,"a. 天蓝色的\nn. 蓝宝石, 刚玉宝石, 天蓝色",17213
sarcasm,'sɑ:kæzm,"n. 挖苦, 讽刺, 讽刺话, 讽刺性",13455
sarcastic,sɑ:'kæstik,"a. 讽刺的, 讥讽的",13030
sardonic,sɑ:'dɒnik,"a. 嘲笑的, 冷笑的, 讥讽的\n[医] 痉笑的",18421
satellite,'sætlait,"n. 人造卫星\n[医] 伴行静脉, 陪静脉, 陪病部, 随体, 卫星",2632
satiate,'seiʃieit,"vt. 使饱足, 使厌腻, 充分满足\na. 饱足的, 厌腻的",29496
satire,'sætaiә,"n. 讽刺文学, 讽刺",10491
satiric,sә'tirik,"a. 讽刺的, 挖苦的",25495
satirical,sә'tirik(ә)l,"a. 讽刺的, 讥讽的, 好挖苦的, 写讽刺作品的",16899
satirist,'sætәrist,"n. 讽刺作者, 爱挖苦的人",23377
satisfaction,.sætis'fækʃәn,"n. 满足, 满意, 快事, 赔偿, 赎罪, 报仇的机会\n[经] 偿还, 赎回",2779
satisfactory,.sætis'fæktәri,"a. 满意的, 赎罪的\n[法] 令人满意的, 令当事人满意的, 充分的",8301
satisfy,'sætisfai,"vt. 使满意, 满足, 符合, 使确信, 赔偿\nvi. 令人满意, 替人赎罪",3001
saturate,'sætʃәreit,"vt. 使渗透, 浸透, 使充满, 使饱和\na. 浸透的, 饱和度高的, 深颜色的\nn. 饱和化合物, 饱和脂肪酸",11157
saturated,'sætʃәreitid,"a. 饱和的, 渗透的\n[医] 饱和的",6006
saucer,'sɒ:sә,"n. 茶碟, 茶托\n[医] 碟",10769
save,seiv,"n. 救球\nvt. 解救, 挽救, 储蓄, 保存, 节省, 保留\nvi. 挽救, 节省, 救球\nprep. 除...之外\n[计] 保存",735
savings,'seiviŋz,"n. 储蓄, 存款\n[经] 储金, 储蓄",0
savor,'seivә,"n. 滋味, 气味, 食欲\nvi. 有...的滋味\nvt. 加调味品于, 使有风味, 尝到",8306
scaffolding,'skæfәldiŋ,"n. 脚手架, 台架, (搭脚手架用的)支杆和木板, (喻)(论点等的)支柱\n[化] 搭脚手架",13997
scale,skeil,"n. 刻度, 衡量, 比例, 比例尺, 数值范围, 等级, 规模, 天平, 秤, 鳞, 积垢\nvt. 依比例决定, 攀登, 测量, 绘制, 刮鳞, 使生垢, 过秤\nvi. 剥落, 生水垢, 重量为, 攀登, 衡量\n[计] 刻度",1223
scaled,skeild,"a. 有鳞(斑)的, 瓦片迭盖的, 栉比鳞次的",27654
scan,skæn,"n. 审视, 浏览, 扫描, 细查\nvt. 细看, 浏览, 扫描, 详细调查, 标出格律\nvi. 押韵, 扫描\n[计] 网络软件目录, 编码与分析系统",4031
scandal,'skændәl,"n. 丑闻, 中伤, 耻辱, 反感, 流言蜚语\n[法] 丑事, 丑闻, 干丑事的人",3052
scanty,'skænti,"a. 缺乏的, 仅有的, 不够的, 狭小的, 吝啬的",25084
scapegoat,'skeipgәut,"n. 替罪羔羊, 替人顶罪者, 替身\n[法] 替罪羊, 代人受过者",13052
scar,skɑ:,"n. 疤痕, 伤痕, 悬崖\nvi. 结疤, 愈合, 痊愈\nvt. 使有伤痕",5026
scarce,skɑ:s,"a. 难得的, 稀罕的, 缺乏的",6771
scarcely,'skɑ:sli,"adv. 简直不, 一定不, 仅仅",6981
scare,skєә,"n. 惊吓, 恐慌\nvt. 惊吓, 使恐慌\nvi. 受惊",3807
scarlet,'skɑ:lit,"n. 猩红色, 绯红色, 红衣\na. 绯红色的, 鲜红色的",10320
scathe,skeið,"n. 危害, 损伤, 损害\nvt. 损伤, 伤害, 痛斥",0
scatter,'skætә,"n. 消散, 分散, 散播, 散射, 散布, 酒馆\nvi. 散布, 散播, 消散\nvt. 使消散, 使分散, 撒, 散布, 散播, 散射\n[计] 散点图",3754
scavenger,'skævindʒә,"n. (英)清道夫, 清扫工, 拾垃圾的人, 清除剂, 净化剂, 食腐动物, 黄色作家\n[计] 清除器",15319
scene,si:n,"n. 场, 情景, 镜头, 发生地点, 道具, 布景, 景色\n[化] 现场",738
scenery,'si:nәri,"n. 风景, 景色, 舞台布景",8152
scenic,'si:nik,"a. 风景好的, 戏剧性的, 舞台的, 布景的\nn. 风光影片, 风景照片",8163
scent,sent,"n. 气味, 香味, 香水, 踪迹, 痕迹, 线索, 嗅觉\nvt. 闻出, 嗅, 发觉, 使充满气味\nvi. 嗅猎, 发出气味",4460
schedule,'skedʒuәl,"n. 时间表, 一览表, 计划表, 议事日程\nvt. 预定, 编制目录, 制...表, 安排",2144
scheme,ski:m,"n. 方案, 计划, 组合, 系统, 图解, 诡计, 阴谋\nv. 计划, 设计, 图谋, 策划",3007
schism,'sizm,"n. 分裂, 分立, 分裂教会罪\n[法] 分裂, 分裂宗教罪, 宗派",17948
scholar,'skɒlә,"n. 学者, 奖学金获得者, 有文化者, 学习者",2101
scholarly,'skɔlәli,"a. 学者派头的, 学者风度的, 有学问的, 博学的, 好学的",6310
scholarship,'skɒlәʃip,"n. 学问, 学术成就, 奖学金",3044
scissors,'sizәz,pl. 剪刀\n[医] 剪,8906
scoff,skɒf,"n. 嘲笑, 愚弄, 笑柄, 食品\nv. 嘲笑, 嘲弄, 贪吃, 狼吞虎咽地吃",11015
scoop,sku:p,"n. 铲子, 勺子, 穴, 口, 独家新闻\nvt. 汲取, 舀取, 挖空, 抢先报道",6624
scope,skәup,"n. 范围, 机会, 广度, 眼界, 观察仪器, 导弹射程\n[计] 作用域",3107
scorch,skɒ:tʃ,"n. 烧焦, 枯萎\nv. 烧焦, 拷焦, (使)枯萎, 讽刺",14072
score,skɒ:,"n. 得分, 抓痕, 二十个, 刻痕, 帐目, 乐谱, 起跑线, 终点线, 大量\nvt. 刻划, 划线, 获得, 评价, 把...记下\nvi. 刻痕, 记分, 得分\n[计] 得分",1070
scornful,'skɒ:nful,a. 轻蔑的,21498
Scotch,skɔtʃ,"n. 苏格兰人, 苏格兰语, 刻痕\na. 苏格兰人的, 苏格兰语的\nvt. 刻痕于, 伤害, 镇压, 妨碍",15129
scour,'skauә,"vt. 擦亮, 洗涤, 清洗, 冲刷成, 急速穿过\nvi. 擦, 洗, 冲刷, 腹泻, 急速穿行\nn. 擦, 洗, 腹泻, 洗涤剂",9501
scout,skaut,"n. 守候, 侦察, 搜索, 侦察员, 侦察机\nvi. 守候, 侦察, 巡视, 嘲笑\nvt. 侦察, 跟踪, 发现, 监视, 嘲弄",7109
scramble,'skræmbl,"n. 攀缘, 爬行, 抢夺, 混乱, 紧急起飞\nvi. 攀缘, 杂乱蔓延, 争夺, 拼凑, 匆忙\nvt. 攀登, 扰乱, 使混杂",4326
scrap,skræp,"n. 碎片, 残余物, 些微, 片断, 铁屑, 吵架\nvt. 扔弃, 敲碎, 拆毁\nvi. 互相殴打\na. 零碎拼凑成的, 废弃的",5594
scrape,skreip,"n. 刮, 擦, 挖, 擦痕, 刮擦声, 困境\nvi. 刮掉, 擦掉, 刮出刺耳声\nvt. 刮, 擦, 擦伤, 挖成, 积蓄",5494
scraping,'skreipiŋ,"n. 擦去, 抹去, 削去, 刮擦声, 碎屑\na. 刮擦的, 吝啬的",16806
scratch,skrætʃ,"n. 抓痕, 搔, 抓, 擦伤, 刮擦声, 乱写, 零分, 起跑线\nvt. 搔, 抓, 挖出, 擦, 刮, 乱涂, 勾抹掉\nvi. 搔, 抓, 发刮擦声, 勉强糊口\na. 碰巧的, 凑合的, 打草稿用的\n[计] 擦除",4644
screed,skri:d,"n. 冗长的文章, (瓦工用的)抹灰靠尺\n[法] 事故陈述书, 呈文, 冗长文章",30203
screen,skri:n,"n. 幕, 银幕, 屏风, 掩蔽物, 屏蔽, 筛子\nvt. 掩蔽, 放映, 拍摄, 掩护, 筛, 甄别\nvi. 拍电影\n[计] 筛选; 屏幕",1252
screw,skru:,"n. 螺旋, 螺杆, 螺钉, 螺旋桨, 吝啬鬼\nvt. 调节, 扭紧, 旋, 拧, 加强, 压榨, 勒索\nvi. 转动, 旋, 拧",4750
screwdriver,'skru:draivә,n. 螺丝起子\n[机] 活动扳手,13766
scribble,'skribl,"n. 潦草的写法, 潦草写成的东西, 拙劣的作品\nv. 潦草地书写, 乱写, 滥写",9854
scripture,'skriptʃә,"n. 圣经, 圣经的一节, 圣经的一句, 铭文",9225
scroll,skrәul,"n. 卷轴, 画卷, 名册, 条幅, 滚动\nv. (使)成卷形\n[计] 滚动",10484
scrub,skrʌb,"n. 用力擦洗, 矮树, 矮人, 渺小之物\nvt. 用力擦洗, 擦掉, 摩擦\nvi. 擦洗干净, 进行手臂消毒\na. 次等的, 矮小的, 非正规球队的, 临时凑合的",7546
scruple,'skru:pl,"n. 踌躇, 犹豫, 微量\nvi. 踌躇, 有顾忌",23324
scrupulous,'skru:pjulәs,"a. 小心谨慎的, 细心的",19556
scrupulously,,"adv. 严谨, 一丝不苟, 用心, 准确, 多顾虑, 小心翼翼, 审慎, 诚实, 真心实意",19918
scrutinize,'skrutinaiz,"vt.vi. 细看, 仔细检查, 审查, 细阅\n[法] 细看, 细阅, 仔细检查",7785
scrutiny,'skru:tini,"n. 细看, 仔细检查, 监视, 选票检查\n[经] 复查, 评核, 仔细检查",4964
scuba,'skju:bә,n. 自携式水中呼吸器,13275
scud,skʌd,"vi. 飞奔, 疾行\nn. 飞奔, 飞云, 小阵雨, 皮垢",29233
scuff,skʌf,"vi. 拖着脚走, 磨损\nvt. 拳打, 攻击, 用足尖触, 使磨损\nn. 拖着脚走, 磨损, 家用平底拖鞋",18214
scuffle,'skʌfl,"vi. 扭打, 混战, 拖着脚走, 敷衍了事\nn. 扭打, 混战, 拖着脚走",18739
sculpt,skʌlpt,"v. 雕刻, 造型",12037
sculptor,'skʌlptә,n. 雕刻家,8171
sculptural,'skʌlptʃәrәl,"a. 雕刻的, 雕刻般的",14334
sculpture,'skʌlptʃә,"n. 雕刻, 雕塑\nvt. 雕刻, 雕塑\nvi. 当雕刻师",3427
scurry,'skʌri,"vi. 急赶, 急跑, 急转\nn. 急赶, 急跑, 急转, 阵雪, 阵雨",9351
scuttle,'skʌtl,"n. 箩, 筐, 急速逃走, 天窗, 小舱口\nvi. 急速逃走, 急忙撤退\nvt. 凿沉, 毁坏",12712
seabed,'si:bed,"n. 海底, 海床",23334
seal,si:l,"n. 印章, 封条, 海豹, 海豹皮, 火漆, 封蜡, 玺, 保证, 批准, 象征, 标志\nvt. 封闭, 盖印, 盖章\nvi. 猎海豹",4021
seam,si:m,"n. 缝合线, 衔接口, 接缝, 线缝, 伤疤\nvt. 缝合, 接合, 焊合, 使留下伤痕\nvi. 裂开, 发生裂痕",8135
seamen,,"水兵, 海员, 水手",0
seamount,'si:maunt,n. 海山,33652
seaport,'si:pɒ:t,"n. 海港, 港口城市",21035
sear,siә,"a. 枯萎的, 凋谢的\nvt. 烤焦, 使枯萎\nvi. 凋谢, 干枯",14553
search,sә:tʃ,"n. 搜寻, 查究\nv. 搜寻, 搜查, 探求, 调查, 搜索\n[计] 搜索, 路径检索程序",1500
seashore,'siʃɒ:,"n. 海岸, 海滨",20222
season,'si:zn,"n. 季节, 时节, 当令期, 时期\nvt. 给...调味, 使成熟, 使老练, 缓和\nvi. 变干燥",506
seasonal,'si:znәl,"a. 季节的, 依照季节的, 周期性的\n[经] 季节性的, 季节的",6279
seasoning,'si:zniŋ,"n. 调味品, 作料, 佐料, 锻练\n[化] 天然时效",9078
seaweed,'si:wi:d,"n. 海草, 海藻\n[医] 海藻",13198
seclude,si'klu:d,"vt. 使隔离, 使孤立, 隔开",29397
seclusion,si'klu:ʒәn,"n. 隔离, 隐退",16579
secondary,'sekәndәri,"a. 中级的, 中等的, 次要的, 第二的, 从属的, 辅助的\n[化] 仲(指CH-3...CH(CH-3)-型支链烃基或指二元胺及R-2CHOH型的醇); 第二",3455
secret,'si:krit,"n. 秘密, 机密, 秘诀, 秘方\na. 秘密的, 极机密的, 隐蔽的, 暗中的, 神秘的, 偏僻的",1868
secrete,si'kri:t,"vt. 隐秘, 隐藏, 隐匿, 分泌\n[医] 分泌",15024
secretin,si'kri:tn,n. 促胰液素\n[化] 肠促胰液肽; 胰泌素,0
secretion,si'kri:ʃәn,"n. 分泌, 分泌物, 分泌液, 隐蔽\n[医] 分泌; 分泌物",16813
sect,sekt,"n. 宗派, 教派",10216
section,'sekʃәn,"n. 区段, 部分, 区域, 节, 截面, 处, 科, 区, 扇区\nvt. 把...分段, 把...切片\nvi. 被切成片\n[计] 扇区",818
sectional,'sekʃәnl,"a. 部分的, 部门的, 节的, 截面的\nn. 组合式家具",17497
sector,'sektә,"n. 扇形, 部门, 部分, 函数尺, 象限仪, 段, 区段\nvt. 把...分成扇形\n[计] 扇面; 扇区; 段; 区段",1974
secular,'sekjulә,"n. 修道院外的教士\na. 世俗的, 现世的, 长期的",4219
secure,si'kjuә,"a. 无虑的, 安心的, 安全的, 可靠的, 保险的\nvt. 固定, 获得, 保证, 使安全, 掩护, 招致\nvi. 停止操作, 船抛锚",2489
securely,si'kjuәli,adv. 安全地；安心地；牢固地；有把握地,12442
security,si'kjuriti,"n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金\n[计] 安全性, 保密性, 安全检查程序",661
sedate,si'deit,"a. 沉着的, 镇静的, 安静的\nvt. 给...服镇静剂",19371
sedentary,'sedәntәri,"a. 久坐的, 坐惯的, 定栖的\n[医] 静坐的; 坐式的",13725
sediment,'sedimәnt,"n. 沉淀物, 沉积\n[化] 沉降物; 沉积物",7879
sedimentary,.sedi'mentәri,"a. 沉渣的, 沉淀物的, 由沉淀物所生成的\n[医] 沉淀的, 沉积的, 沉降的",24168
seduce,si'dju:s,"vt. 唆使, 怂恿, 引诱, 诱奸\n[法] 勾引, 诱惑, 诱奸",8606
seedling,'si:dliŋ,"n. 秧苗, 树苗\n[医] 籽苗, 幼苗, 实生苗",10303
seemingly,'si:miŋli,"adv. 看来似乎, 表面上看来",3541
seep,si:p,"vi. 渗出, 渗流, 漏\nn. 小泉, 水陆两用吉普车",8656
seethe,si:ð,"vi. 冒泡, 沸腾\nvt. 使煮沸, 使浸透\nn. 翻腾",14528
segment,'segmәnt,"n. 片段, 部分, 分节, 段\nv. 分割, 分裂\n[计] 段",2922
segregate,'segrigeit,"a. 分离的, 被隔离的\nvi. 分离, 隔离, 分凝\nvt. 使分离, 使隔离",12370
seismic,'saizmik,a. 地震的,11220
seismograph,'saizmәgrɑ:f,n. 地震仪\n[电] 地震计,32181
seismology,saiz'mɒlәdʒi,n. 地震学,42563
seize,si:z,"vt. 抓住, 逮捕, 俘获, 没收, 扣押, 掌握\nvi. 突然抓住, 利用",3230
seldom,'seldәm,"a. 不常的, 稀少的\nadv. 很少, 不常",4878
select,si'lekt,"a. 挑选出来的, 极好的\nv. 选择, 挑选\nn. 被挑选者, 精萃\n[计] 选定",1733
selection,si'lekʃәn,"n. 选择, 选文, 精选品\n[医] 选择, 淘汰",2133
self-sufficient,'selfsә'fiʃәnt,"a. 自给自足的, 极为自负的",0
selfish,'selfiʃ,"a. 自私的, 利己主义的, 自我中心的",7386
selfishness,'selfiʃnis,"n. 自我中心, 利己主义, 任性",14963
semblance,'semblәns,"n. 外表, 伪装, 假象, 少量",13183
semester,si'mestә,n. 学期,5465
semiarid,.semi'ærid,"a. 雨量非常少的, 半干旱的",0
semiliterate,.semi'litәrәt,n. 半文盲,0
semimolten,semɪ'mɒltən, 半熔化的,0
senator,'senәtә,"n. 参议员, (某些大学的)理事\n[法] 参议员, 上议员",2769
sensation,sen'seiʃәn,"n. 感觉, 轰动\n[医] 感觉",4378
sensational,sen'seiʃәnl,"a. 使人感动的, 非常好的",9888
sensibility,.sensi'biliti,"n. 感性, 感觉, 情感\n[医] 感觉性, 感受性; 感觉, 感觉能力",6698
sensible,'sensәbl,"a. 有感觉的, 敏感的, 明智的\n[医] 可感觉的",6126
sensitive,'sensitiv,"a. 敏感的, 易感的, 灵敏的, 感光的\n[机] 敏感的, 灵敏的, 感度高的",2506
sensitivity,.sensә'tiviti,"n. 敏感, 灵敏度\n[计] 灵敏度",4452
sensory,'sensәri,"a. 知觉的, 感觉的, 传递感觉的\n[医] 感觉的",8489
sensuous,'senʃuәs,"a. 感觉上的, 使感官以快感的, 敏感的",15594
sentence,'sentәns,"n. 句子, 命题, 宣判\nvt. 宣判, 判决\n[计] 句子",2036
sentimental,.senti'mentl,"a. 感伤的, 感情用事的",8266
sentimentalism,",senti'mentəlizəm",n. 感伤主义,36965
sentimentalize,.senti'mentәlaiz,vi. 流于感伤\nvt. 使感伤,35690
sentry,'sentri,"n. 哨兵, 看守\nvt. 设岗哨\nvi. 站岗, 放哨",14786
separately,'sepәrәtli,"adv. [表]分开, 不相连, 分隔, 分离, 不同, 单独, 独立, 各自, 各别, 脱离肉体, 灵魂\n[计] 分离地",5463
sequence,'si:kwәns,"n. 序列, 续发事件, 顺序, 连续\nvt. 按顺序排好\n[计] 顺序",3143
sequester,si'kwestә,"vt. 使隐退, 使隔绝, 扣押, 没收\n[化] 螯合剂; 多价螯合剂",17824
serene,si'ri:n,"a. 宁静的, 沉着的, 安详的, 晴朗的\nn. 晴朗, 平静",10132
serenity,si'reniti,"n. 宁静, 沉着, 晴朗",12707
serious,'siәriәs,"a. 严肃的, 认真的, 重要的, 严重的\n[电] 严重的",755
seriously,'siәriәsli,"adv. 严肃地, 认真地, 严重地",1908
sermon,'sә:mәn,"n. 说教, 启示, 布道",6599
serrated,se'reitid,a. 锯齿状的\n[医] 锯齿状的,20378
session,'seʃәn,"n. 期间, 开庭期, 会议, 学期\n[计] 会话, 对话, 会晤, 通用任务程序",1544
setting,'setiŋ,"n. 环境, 背景, 布景, 镶嵌, 调整, 沉落, 一副餐具\n[计] 设置",1742
sever,'sevә,"vt. 切断, 脱离, 分开, 使分离, 断绝, 中断\nvi. 断, 裂开",8957
severe,si'viә,"a. 严格的, 尖锐的, 严肃的, 严重的, 严厉的, 朴素的\n[法] 严厉的, 苛刻的, 严重的",2330
sew,sәu,"vt. 缝纫, 缝合, 缝\nvi. 缝纫",6478
sewer,'su:ә,"n. 下水道, 阴沟, 裁缝师\nvt. 用下水道排, 铺设下水道于",7453
sewerage,'su:әridʒ,"n. 排水设备, 污水\n[化] 污水",29322
shabby,'ʃæbi,"a. 衣衫褴褛的, 低劣的, 破旧的, 吝啬的, 卑鄙的",10996
shackle,'ʃækl,"n. 桎梏, 束缚物\nvt. 加枷锁, 束缚",17357
shade,ʃeid,"n. 荫, 阴暗, 遮光物, 灯罩, 帘, 浓淡, 微量, 底纹\nvi. 渐变\nvt. 使阴暗, 使渐变, 遮蔽, 微减\n[计] 底纹",2984
shaft,ʃæft,"n. 轴, 箭杆, 矛, 矿井\nvt. 装杆于, 利用",5366
shake,ʃeik,"n. 摇动, 震动\nvt. 摇动, 动摇, 使震动, 挥舞\nvi. 震动, 发抖, 动摇",942
shale,ʃeil,n. 页岩,14985
shallow,'ʃælәu,"n. 水浅的地方, 浅滩\na. 浅的, 肤浅的\nv. (使)变浅",4123
shameless,'ʃeimlis,a. 不知羞耻的,16159
sharp,ʃɑ:p,"n. 半升音调, 利刃, 骗子\na. 锋利的, 明显的, 敏锐的, 急剧的, 尖刻的, 严厉的, 刺耳的, 精明的\nadv. 锐利地, 急速地",2049
sharpen,'ʃɑ:pn,"vt. 使尖锐, 使敏捷, 加重, 削尖\nvi. 尖锐化, 变锋利",8298
sharply,'ʃɑ:pli,"adv. 锐利地, 严厉地, 厉害地\n[经] 剧烈地",3908
shatter,'ʃætә,"n. 碎片, 粉碎, 落叶, 喷洒\nvt. 打碎, 使散开, 粉碎, 破坏\nvi. 粉碎, 损坏, 脱落",5453
shear,ʃiә,"n. 修剪, 剪下的东西, 大剪刀, 切变, 剪切机, 切\nvt. 修剪, 割, 剥夺, 横越, 削剪\nvi. 剪, 修剪, 剪羊毛, 切断",9594
sheath,ʃi:θ,"n. 鞘, 叶鞘, 翅鞘\n[化] 护套",12614
sheathe,ʃi:ð,"vt. 插入鞘, 覆盖",18691
shed,ʃed,"n. 车棚, 小屋, 脱落之物, 分水岭\nvt. 使流出, 放射, 脱落, 散发, 摆脱\nvi. 流出, 散布, 脱落",4356
sheer,ʃiә,"a. 绝对的, 全然的, 纯粹的, 透明的, 峻峭的\nvi. 偏转, 偏航\nvt. 使急转向, 使偏航\nadv. 完全, 全然, 峻峭\nn. 偏航",4198
sheet,ʃi:t,"n. 床单, 张, 纸张, 印刷品, 裹尸布, 薄片\nvt. 盖上被单, 遍布\nvi. 大片落下\na. 片状的, 成薄片的\n[计] 工作表",1753
shelf,ʃelf,"n. 架子, 搁板\n[化] 架子",2947
shell,ʃel,"n. 贝壳, 壳, 外形, 炮弹\nvt. 去壳, 脱落, 炮轰\nvi. 剥落, 脱壳\n[计] 外壳; DOS内部命令:指定命令行处理程序",2560
shellfish,'ʃelfiʃ,"n. 贝, 甲壳类水生物\n[医] 牡蛎",13065
shelter,'ʃeltә,"n. 庇护所, 避难所, 庇护, 隐蔽处, 掩蔽\nvt. 庇护, 保护, 隐匿\nvi. 躲避",2874
sheltered,,"a. 受庇护的, 受保护的",13256
shepherd,'ʃepәd,"n. 牧羊人, 牧羊犬, 牧师, 保护者\nvt. 看守, 领导, 指导, 牧羊",8911
shield,'ʃi:ld,"n. 盾, 防卫物, 保护者, 屏蔽\nvt. 保护, 遮蔽, 屏蔽, 庇护, 挡开, 避开\nvi. 起保护作用",5606
shift,ʃift,"n. 变化, 移动, 轮班, 手段, 应急办法, 移位\nvt. 替换, 转移, 改变, 推卸, 变速\nvi. 转换, 移动, 转变, 推托, 变速\n[计] DOS内部命令:该命令可将批处理参数向左移动一个位置",1680
shifting,'ʃiftiŋ,"[计] 移位, 移位操作",7378
shine,ʃain,"n. 光泽, 阳光\nvt. 使发光\nvi. 照耀, 发光, 发亮",3385
shingle,'ʃiŋgl,"n. 墙面板, 小招牌",11117
shining,'ʃainiŋ,"a. 光亮的, 华丽的",7281
shiny,'ʃaini,"a. 有光泽的, 发光的, 辉煌的, 磨光的, 磨损的",5128
shipload,'ʃiplәud,"n. 船货, 大量\n[经] 船货, 船双运载量, 大量",35361
shipment,'ʃipmәnt,"n. 装船, 出货\n[经] 运送, 运送(寄出)货物, 装载",6962
shipwreck,'ʃiprek,"n. 遇难船, 海难\nvt. 遇海难, 毁灭, 使失事",17434
shipwright,'ʃiprait,n. 造船木匠,38763
shock,ʃɒk,"n. 震动, 冲突, 震惊, 冲击, 突击, 禾束堆, 休克, 长毛狗\nvt. 使震动, 使休克, 使受电击, 震惊得\nvi. 震动, 吓人\na. 蓬乱浓密的",2298
shocked,ʃɔkt,a. 震撼的；震惊的,5677
shocking,'ʃɒkiŋ,"a. 令人震惊的, 极坏的, 不正当的",6021
shore,ʃɒ:,"n. 海岸, 海滨, 斜撑柱\nvt. 把...送上岸, 支撑, 支持",3244
short-range,'ʃɔ:t'reindʒ,a. 短射程的\n[经] 短射程的,0
shortage,'ʃɒ:tidʒ,"n. 不足, 缺乏\n[化] 缺额",4027
shortcut,'ʃɒ:tkʌt,"n. 捷径, 最短路线\n[计] 快捷方式",11087
shot,ʃɒt,"n. 发射, 炮弹, 射击, 射手, 投篮, 射门, 子弹, 射程, 拍摄, 注射\nvt. 装弹, 使成颗粒状\na. 杂色的, 交织着的, 渗透的, 点焊的, 破旧的\nshoot的过去式和过去分词",1053
shove,ʃʌv,"n. 推, 挤\nvt. 推挤, 猛推, 强使\nvi. 推",4384
shovel,'ʃʌvl,"n. 铲, 铁铲\nv. 铲",7249
shower,'ʃauә,"n. 阵雨, 淋浴, 一阵, 展出者, 显示者\nvi. 淋浴, 下阵雨\nvt. 淋湿, 倾注",3204
shred,ʃred,"n. 碎布条, 细片, 少量\nv. 撕碎",8713
